occ_group,occ,No qualification,Cert III/IV,Dip/Ad-dip,Bachelor
Managers,Call or Contact Centre and Customer Service Managers,27.652567475576326,24.07594796975328,17.164952563182652,31.106531991487746
Managers,Caravan Park and Camping Ground Managers,44.65460526315789,29.180372807017545,12.733004385964913,13.432017543859649
Managers,Chief Executives and Managing Directors,19.824818649837546,13.94603742628108,11.679402626428356,54.54974129745303
Managers,"Chief Executives, General Managers and Legislators, nfd",15.033557046979865,7.516778523489933,16.845637583892618,60.604026845637584
Managers,Child Care Centre Managers,4.839281755708269,4.500110840168477,48.42163600088673,42.23897140323653
Managers,Commissioned Officers (Management),16.002273588480485,10.056839712012128,17.544524441076167,56.396362258431225
Managers,Conference and Event Organisers,21.51808415488357,8.72802918387651,22.166279759212916,47.58760690202699
Managers,Construction Managers,13.84072826320694,43.37294817575801,13.488065371657946,29.298258189377105
Managers,"Construction, Distribution and Production Managers, nfd",24.52584163110479,25.41488857278331,15.06638217164533,34.99288762446657
Managers,Corporate Services Managers,21.402115221562763,11.64710607345263,16.421973314293364,50.52880539069124
Managers,Crop Farmers,53.39121934389466,22.674257017720404,9.491772327803496,14.442751310581448
Managers,"Education, Health and Welfare Services Managers, nfd",10.179235711870136,5.884342238755494,12.850862360500505,71.08555968887384
Managers,Engineering Managers,5.1858776946766385,10.82086816248717,10.982182138143424,73.01107200469278
Managers,"Farmers and Farm Managers, nfd",51.387000271960844,24.141057021122293,10.00362614450186,14.468316562415014
Managers,Finance Managers,10.418572467337508,3.7435789177397787,8.546196608261205,77.29165200666151
Managers,General Managers,21.77741675348908,12.814988786664076,15.397882121645564,50.009712338201275
Managers,Health and Welfare Services Managers,9.318074979433542,8.852391585380186,17.274356563638502,64.55517687154777
Managers,"Hospitality, Retail and Service Managers, nfd",32.165045129527606,20.407924041730162,19.399835892626893,28.027194936115347
Managers,Hotel and Motel Managers,40.40729416903254,17.719480235859358,17.370058964839483,24.50316663026862
Managers,Human Resource Managers,14.701488539850134,8.993732777040417,17.19945005564913,59.105328627460324
Managers,ICT Managers,14.19864774783354,5.5162448296849576,12.84887981682904,67.43622760565246
Managers,"Importers, Exporters and Wholesalers",41.74107580901545,15.76819671487725,10.871911611751084,31.618815864356222
Managers,Legislators,18.840579710144926,8.695652173913043,9.765886287625419,62.69788182831661
Managers,Licensed Club Managers,40.27847523396485,19.922392147911435,23.090618580232825,16.708514037890893
Managers,Livestock Farmers,47.92846998457615,25.482949773223584,11.699219644793304,14.88936059740696
Managers,"Managers, nfd",27.851416309738028,16.50150797070228,13.447550498010491,42.199525221549194
Managers,Manufacturers,43.17394317394317,30.24306357639691,9.707143040476375,16.875850209183543
Managers,"Miscellaneous Hospitality, Retail and Service Managers, nfd",26.606145251396647,29.445996275605214,17.06238361266294,26.885474860335194
Managers,Mixed Crop and Livestock Farmers,47.89249660991411,25.163854150971822,11.159032695494952,15.784616543619103
Managers,Other Accommodation and Hospitality Managers,32.162124775210955,17.077050767741042,18.460367962373777,32.30045649467423
Managers,Other Education Managers,6.882898340317418,5.071435641930907,10.90507143564193,77.14059458210974
Managers,"Other Hospitality, Retail and Service Managers",31.280333915744517,22.83213615479195,16.086951832438146,29.80057809702539
Managers,Other Specialist Managers,16.37440745543473,11.691623935303012,13.637806630042347,58.29616197921992
Managers,Policy and Planning Managers,7.531064842660251,3.6036497191047188,7.655196242785663,81.21008919544937
Managers,Production Managers,30.385428430776358,27.42883618567747,13.9397098427591,28.246025540787077
Managers,Research and Development Managers,6.79886685552408,3.8171604167666975,6.918903346617372,82.46506938109187
Managers,Retail Managers,43.35153339509528,18.54026869260856,14.519453603921978,23.58874430837419
Managers,School Principals,0.6472965312951416,0.1444531807127576,2.448389987017499,96.75986030097461
Managers,Senior Non-commissioned Defence Force Members,36.7816091954023,26.875493550934454,31.62235676055102,4.720540493112222
Managers,"Specialist Managers, nfd",19.325234008023134,14.470210407213962,13.88390459101455,52.32065099374836
Managers,"Supply, Distribution and Procurement Managers",32.865448847470205,14.545379571976413,15.23648509339821,37.35268648715517
Managers,Transport Services Managers,44.55902306648576,25.421593332041095,13.669315758867997,16.350067842605156
Professionals,Accountants,4.905610478909173,1.1961450806219518,4.3102603392889085,89.58798410117997
Professionals,"Actors, Dancers and Other Entertainers",32.857957786651454,11.846358623312417,17.536603917094506,37.759079672941624
Professionals,"Actuaries, Mathematicians and Statisticians",3.889042121438985,1.3042279049607943,1.5997478230032705,93.20698215059694
Professionals,Advertising and Marketing Professionals,13.112677709745384,4.415480905277076,9.622739433182371,72.84910195179516
Professionals,Agricultural and Forestry Scientists,8.83270911360799,5.25384935497295,10.138368705784435,75.77507282563462
Professionals,Air Transport Professionals,16.11599131009729,10.074619816756398,34.74638707849249,39.06300179465383
Professionals,Anaesthetists,0.3952304394426581,0,0.99812433011789925,98.60664523043944
Professionals,Architects and Landscape Architects,2.334169835512257,0.6925799699735898,3.2755087503972464,93.6977414441169
Professionals,"Architects, Designers, Planners and Surveyors, nfd",13.04666324811369,6.618562742656215,18.70192659878397,61.63284741044612
Professionals,"Archivists, Curators and Records Managers",13.643541425413202,7.7797662911885475,9.458890409516792,69.11780187388146
Professionals,"Artistic Directors, and Media Producers and Presenters",23.48653708987161,5.621433666191154,14.11376604850214,56.778263195435095
Professionals,"Arts Professionals, nfd",25.7862326808885,7.235539916428414,13.31647239938421,53.66175500329888
Professionals,Audiologists and Speech Pathologists \ Therapists,0.7712348027458439,0.0744355305599206,0.33909519477297156,98.81523447192126
Professionals,"Auditors, Company Secretaries and Corporate Treasurers",8.528227319342655,4.29100277645764,6.204507366367343,80.97626253783235
Professionals,"Authors, and Book and Script Editors",10.323859881031064,3.2518175809649703,7.065432914738929,79.35888962326504
Professionals,Barristers,2.2671080752629598,0.6118258391652349,3.7254326782047524,93.39563340736706
Professionals,"Business and Systems Analysts, and Programmers, nfd",10.415714938328005,1.5075376884422111,8.953860210141618,79.12288716308818
Professionals,"Business, Human Resource and Marketing Professionals, nfd",10.374462860650706,5.54240112251162,9.234411996842937,74.84872401999475
Professionals,Chemical and Materials Engineers,2.60812390414962,1.3661601402688484,1.4611338398597309,94.5645821157218
Professionals,"Chemists, and Food and Wine Scientists",6.2288105027771765,1.619418596263435,3.9890355622881053,88.16273533867128
Professionals,Chiropractors and Osteopaths,0.880615316018281,0,0.5684984951510422,98.55088618883067
Professionals,Civil Engineering Professionals,3.062686740347518,1.8385403069068544,3.4380529689902244,91.6607199837554
Professionals,Complementary Health Therapists,2.722655636420755,1.2094874077176816,21.304780354992406,74.76307660086916
Professionals,Computer Network Professionals,16.55556543122093,8.4219674300556,17.806812233974263,57.21565490474921
Professionals,Counsellors,7.637336525091088,5.9000580852973785,10.349743896643373,76.11286149296815
Professionals,"Database and Systems Administrators, and ICT Security Specialists",17.21242731474579,9.273892947666617,15.21731027284926,58.296369464738326
Professionals,Dental Practitioners,1.7948359107130363,0.5807851095094816,0.9289063046672732,96.69547267511021
Professionals,"Design, Engineering, Science and Transport Professionals, nfd",9.417989417989418,8.606701940035274,7.936507936507937,74.03880070546737
Professionals,Early Childhood (Pre-primary School) Teachers,2.2927098707860587,2.800691797133207,10.881316949935256,84.02528138214547
